id,labels
test010_00686,W
test010_00687,W
test010_00688,N
test010_00689,N
test010_00690,N
test010_00691,N
test010_00692,N
test010_00693,R
test010_00694,N
test010_00695,N
test010_00696,N
test010_00697,N
test010_00698,N
test010_00699,W
test010_00700,W
